OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806386733, valuationAskPrice=1.26876, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26873, quantity=1000}, PricePoint{price=1.26872, quantity=125}, PricePoint{price=1.26871, quantity=300}, PricePoint{price=1.2687, quantity=385}], askPrices=[PricePoint{price=1.26876, quantity=50}, PricePoint{price=1.26877, quantity=200}, PricePoint{price=1.26878, quantity=200}, PricePoint{price=1.26879, quantity=500}, PricePoint{price=1.2688, quantity=375}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806388631', instruname=EUR/USD, obeventrow=1
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806388793, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26873, quantity=1000}, PricePoint{price=1.26872, quantity=125}, PricePoint{price=1.26871, quantity=350}, PricePoint{price=1.2687, quantity=535}], askPrices=[PricePoint{price=1.26877, quantity=100}, PricePoint{price=1.26878, quantity=350}, PricePoint{price=1.26879, quantity=500}, PricePoint{price=1.2688, quantity=375}, PricePoint{price=1.26881, quantity=1010}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806389669', instruname=EUR/USD, obeventrow=2
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806389164, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=50}, PricePoint{price=1.26873, quantity=1025}, PricePoint{price=1.26872, quantity=150}, PricePoint{price=1.26871, quantity=250}], askPrices=[PricePoint{price=1.26877, quantity=100}, PricePoint{price=1.26878, quantity=350}, PricePoint{price=1.26879, quantity=500}, PricePoint{price=1.2688, quantity=375}, PricePoint{price=1.26881, quantity=1000}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806390072', instruname=EUR/USD, obeventrow=3
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806389239, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=975}, PricePoint{price=1.26872, quantity=200}, PricePoint{price=1.26871, quantity=350}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=250}, PricePoint{price=1.26879, quantity=600}, PricePoint{price=1.2688, quantity=125}, PricePoint{price=1.26881, quantity=900}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806390287', instruname=EUR/USD, obeventrow=4
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806389817, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=1075}, PricePoint{price=1.26872, quantity=100}, PricePoint{price=1.26871, quantity=350}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=250}, PricePoint{price=1.26879, quantity=600}, PricePoint{price=1.2688, quantity=125}, PricePoint{price=1.26881, quantity=900}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806390626', instruname=EUR/USD, obeventrow=5
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806393792, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=1125}, PricePoint{price=1.26872, quantity=200}, PricePoint{price=1.26871, quantity=200}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=200}, PricePoint{price=1.26879, quantity=450}, PricePoint{price=1.2688, quantity=175}, PricePoint{price=1.26881, quantity=1050}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806395187', instruname=EUR/USD, obeventrow=6
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806395543, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=1025}, PricePoint{price=1.26872, quantity=300}, PricePoint{price=1.26871, quantity=200}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=200}, PricePoint{price=1.26879, quantity=450}, PricePoint{price=1.2688, quantity=175}, PricePoint{price=1.26881, quantity=1150}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806396958', instruname=EUR/USD, obeventrow=7
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806395932, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=1125}, PricePoint{price=1.26872, quantity=200}, PricePoint{price=1.26871, quantity=200}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=200}, PricePoint{price=1.26879, quantity=450}, PricePoint{price=1.2688, quantity=175}, PricePoint{price=1.26881, quantity=1050}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806397115', instruname=EUR/USD, obeventrow=8
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806396093, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26874, quantity=100}, PricePoint{price=1.26873, quantity=1075}, PricePoint{price=1.26872, quantity=100}, PricePoint{price=1.26871, quantity=350}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=250}, PricePoint{price=1.26879, quantity=600}, PricePoint{price=1.2688, quantity=125}, PricePoint{price=1.26881, quantity=900}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806397148', instruname=EUR/USD, obeventrow=9
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806398283, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26875, quantity=50}, PricePoint{price=1.26874, quantity=50}, PricePoint{price=1.26873, quantity=1075}, PricePoint{price=1.26872, quantity=100}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=250}, PricePoint{price=1.26879, quantity=600}, PricePoint{price=1.2688, quantity=125}, PricePoint{price=1.26881, quantity=900}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806399767', instruname=EUR/USD, obeventrow=10
OrderBookEventImpl{instrumentId=4001, valuationBidPrice=1.26876, timeStamp=1352806399526, valuationAskPrice=1.26877, lastMarketClosePrice=1.27089, bidPrices=[PricePoint{price=1.26876, quantity=100}, PricePoint{price=1.26875, quantity=50}, PricePoint{price=1.26874, quantity=50}, PricePoint{price=1.26873, quantity=1125}, PricePoint{price=1.26872, quantity=200}], askPrices=[PricePoint{price=1.26877, quantity=50}, PricePoint{price=1.26878, quantity=200}, PricePoint{price=1.26879, quantity=450}, PricePoint{price=1.2688, quantity=175}, PricePoint{price=1.26881, quantity=1050}], lastTradedPrice=1.26877, dailyHighestTradedPrice=1.27103, dailyLowestTradedPrice=1.26612, marketClosePriceTimeStamp='1352757600000'}, timereceived='1352806400921', instruname=EUR/USD, obeventrow=11
